Date,Country,Total
2019-10-20T00:00:00Z,Luxembourg,1563
2019-10-20T00:00:00Z,Netherlands,11509
2019-10-20T00:00:00Z,United Kingdom,42107
2019-10-27T00:00:00Z,Belgium,6296
2019-10-27T00:00:00Z,France,33028
2019-10-27T00:00:00Z,Ireland,5371
2019-10-27T00:00:00Z,Luxembourg,1510
2019-10-27T00:00:00Z,Netherlands,10172
2019-10-27T00:00:00Z,United Kingdom,38911
2019-11-03T00:00:00Z,Belgium,6288
2019-11-03T00:00:00Z,France,32876
2019-11-03T00:00:00Z,Ireland,5224
2019-11-03T00:00:00Z,Luxembourg,1511
2019-11-03T00:00:00Z,Netherlands,9939
2019-11-03T00:00:00Z,United Kingdom,36397
2019-11-10T00:00:00Z,Belgium,6076
2019-11-10T00:00:00Z,France,30820
2019-11-10T00:00:00Z,Ireland,4903
2019-11-10T00:00:00Z,Luxembourg,1458
2019-11-10T00:00:00Z,Netherlands,9880
2019-11-10T00:00:00Z,United Kingdom,35373
2019-11-17T00:00:00Z,Belgium,6162
2019-11-17T00:00:00Z,France,31186
2019-11-17T00:00:00Z,Ireland,4888
2019-11-17T00:00:00Z,Luxembourg,1470
2019-11-17T00:00:00Z,Netherlands,9942
2019-11-17T00:00:00Z,United Kingdom,34993
2019-11-24T00:00:00Z,Belgium,6070
2019-11-24T00:00:00Z,France,31385
2019-11-24T00:00:00Z,Ireland,4823
2019-11-24T00:00:00Z,Luxembourg,1470
2019-11-24T00:00:00Z,Netherlands,9763
2019-11-24T00:00:00Z,United Kingdom,34794
2019-12-01T00:00:00Z,Belgium,6185
2019-12-01T00:00:00Z,France,28967
2019-12-01T00:00:00Z,Ireland,5038
2019-12-01T00:00:00Z,Luxembourg,1409
2019-12-01T00:00:00Z,Netherlands,9611
2019-12-01T00:00:00Z,United Kingdom,35985
2019-12-08T00:00:00Z,Belgium,6239
2019-12-08T00:00:00Z,France,31021
2019-12-08T00:00:00Z,Ireland,4954
2019-12-08T00:00:00Z,Luxembourg,1485
2019-12-08T00:00:00Z,Netherlands,9693
2019-12-08T00:00:00Z,United Kingdom,36967
2019-12-15T00:00:00Z,Belgium,6301
2019-12-15T00:00:00Z,France,33493
2019-12-15T00:00:00Z,Ireland,5219
2019-12-15T00:00:00Z,Luxembourg,1576
2019-12-15T00:00:00Z,Netherlands,9930
2019-12-15T00:00:00Z,United Kingdom,38106
2019-12-22T00:00:00Z,Belgium,4847
2019-12-22T00:00:00Z,France,27842
2019-12-22T00:00:00Z,Ireland,4251
2019-12-22T00:00:00Z,Luxembourg,1109
2019-12-22T00:00:00Z,Netherlands,8868
2019-12-22T00:00:00Z,United Kingdom,31277
2019-12-29T00:00:00Z,Belgium,5083
2019-12-29T00:00:00Z,France,28417
2019-12-29T00:00:00Z,Ireland,5032
2019-12-29T00:00:00Z,Luxembourg,1081
2019-12-29T00:00:00Z,Netherlands,9194
2019-12-29T00:00:00Z,United Kingdom,34187
2020-01-05T00:00:00Z,Belgium,5731
2020-01-05T00:00:00Z,France,31058
2020-01-05T00:00:00Z,Ireland,4826
2020-01-05T00:00:00Z,Luxembourg,1285
2020-01-05T00:00:00Z,Netherlands,9426
2020-01-05T00:00:00Z,United Kingdom,34297
2020-01-12T00:00:00Z,Belgium,5658
2020-01-12T00:00:00Z,France,29733
2020-01-12T00:00:00Z,Ireland,4484
2020-01-12T00:00:00Z,Luxembourg,1332
2020-01-12T00:00:00Z,Netherlands,9262
2020-01-12T00:00:00Z,United Kingdom,32848
2020-01-19T00:00:00Z,Belgium,5710
2020-01-19T00:00:00Z,France,30277
2020-01-19T00:00:00Z,Ireland,4548
2020-01-19T00:00:00Z,Luxembourg,1360
2020-01-19T00:00:00Z,Netherlands,9244
2020-01-19T00:00:00Z,United Kingdom,33339
2020-01-26T00:00:00Z,Belgium,5704
2020-01-26T00:00:00Z,France,30605
2020-01-26T00:00:00Z,Ireland,4729
2020-01-26T00:00:00Z,Luxembourg,1280
2020-01-26T00:00:00Z,Netherlands,9297
2020-01-26T00:00:00Z,United Kingdom,33629
2020-02-02T00:00:00Z,Belgium,5833
2020-02-02T00:00:00Z,France,30727
2020-02-02T00:00:00Z,Ireland,4818
2020-02-02T00:00:00Z,Luxembourg,1302
2020-02-02T00:00:00Z,Netherlands,9529
2020-02-02T00:00:00Z,United Kingdom,34500
2020-02-09T00:00:00Z,Belgium,5696
2020-02-09T00:00:00Z,France,31580
2020-02-09T00:00:00Z,Ireland,4741
2020-02-09T00:00:00Z,Luxembourg,1287
2020-02-09T00:00:00Z,Netherlands,8816
2020-02-09T00:00:00Z,United Kingdom,33478
2020-02-16T00:00:00Z,Belgium,6057
2020-02-16T00:00:00Z,France,31935
2020-02-16T00:00:00Z,Ireland,4875
2020-02-16T00:00:00Z,Luxembourg,1396
2020-02-16T00:00:00Z,Netherlands,9871
2020-02-16T00:00:00Z,United Kingdom,36230
2020-02-23T00:00:00Z,Belgium,6025
2020-02-23T00:00:00Z,France,31787
2020-02-23T00:00:00Z,Ireland,4915
2020-02-23T00:00:00Z,Luxembourg,1374
2020-02-23T00:00:00Z,Netherlands,9671
2020-02-23T00:00:00Z,United Kingdom,37235
2020-03-01T00:00:00Z,Belgium,6099
2020-03-01T00:00:00Z,France,30840
2020-03-01T00:00:00Z,Ireland,5024
2020-03-01T00:00:00Z,Luxembourg,1398
2020-03-01T00:00:00Z,Netherlands,9997
2020-03-01T00:00:00Z,United Kingdom,35253
2020-03-08T00:00:00Z,Belgium,5440
2020-03-08T00:00:00Z,France,30281
2020-03-08T00:00:00Z,Ireland,4954
2020-03-08T00:00:00Z,Luxembourg,1195
2020-03-08T00:00:00Z,Netherlands,9228
2020-03-08T00:00:00Z,United Kingdom,32468
2020-03-15T00:00:00Z,Belgium,3535
2020-03-15T00:00:00Z,France,16453
2020-03-15T00:00:00Z,Ireland,4061
2020-03-15T00:00:00Z,Luxembourg,848
2020-03-15T00:00:00Z,Netherlands,6292
2020-03-15T00:00:00Z,United Kingdom,24092
2020-03-22T00:00:00Z,Belgium,1768
2020-03-22T00:00:00Z,France,4980
2020-03-22T00:00:00Z,Ireland,2110
2020-03-22T00:00:00Z,Luxembourg,332
2020-03-22T00:00:00Z,Netherlands,2505
2020-03-22T00:00:00Z,United Kingdom,8940
2020-03-29T00:00:00Z,Belgium,1281
2020-03-29T00:00:00Z,France,2934
2020-03-29T00:00:00Z,Ireland,899
2020-03-29T00:00:00Z,Luxembourg,250
2020-03-29T00:00:00Z,Netherlands,1325
2020-03-29T00:00:00Z,United Kingdom,4461
2020-04-05T00:00:00Z,Belgium,1159
2020-04-05T00:00:00Z,France,2611
2020-04-05T00:00:00Z,Ireland,644
2020-04-05T00:00:00Z,Luxembourg,223
2020-04-05T00:00:00Z,Netherlands,1161
2020-04-05T00:00:00Z,United Kingdom,3443
2020-04-12T00:00:00Z,Belgium,1069
2020-04-12T00:00:00Z,France,2571
2020-04-12T00:00:00Z,Ireland,569
2020-04-12T00:00:00Z,Luxembourg,268
2020-04-12T00:00:00Z,Netherlands,1102
2020-04-12T00:00:00Z,United Kingdom,3237
2020-04-19T00:00:00Z,Belgium,1179
2020-04-19T00:00:00Z,France,3008
2020-04-19T00:00:00Z,Ireland,622
2020-04-19T00:00:00Z,Luxembourg,281
2020-04-19T00:00:00Z,Netherlands,1301
2020-04-19T00:00:00Z,United Kingdom,3557
2020-04-26T00:00:00Z,Belgium,1176
2020-04-26T00:00:00Z,France,2980
2020-04-26T00:00:00Z,Ireland,598
2020-04-26T00:00:00Z,Luxembourg,278
2020-04-26T00:00:00Z,Netherlands,1313
2020-04-26T00:00:00Z,United Kingdom,3760
2020-05-03T00:00:00Z,Belgium,1372
2020-05-03T00:00:00Z,France,3327
2020-05-03T00:00:00Z,Ireland,611
2020-05-03T00:00:00Z,Luxembourg,299
2020-05-03T00:00:00Z,Netherlands,1549
2020-05-03T00:00:00Z,United Kingdom,3884
2020-05-10T00:00:00Z,Belgium,1481
2020-05-10T00:00:00Z,France,4717
2020-05-10T00:00:00Z,Ireland,672
2020-05-10T00:00:00Z,Luxembourg,299
2020-05-10T00:00:00Z,Netherlands,1829
2020-05-10T00:00:00Z,United Kingdom,4185
2020-05-17T00:00:00Z,Belgium,1478
2020-05-17T00:00:00Z,France,4962
2020-05-17T00:00:00Z,Ireland,695
2020-05-17T00:00:00Z,Luxembourg,313
2020-05-17T00:00:00Z,Netherlands,1958
2020-05-17T00:00:00Z,United Kingdom,4311
2020-05-24T00:00:00Z,Belgium,1552
2020-05-24T00:00:00Z,France,5871
2020-05-24T00:00:00Z,Ireland,730
2020-05-24T00:00:00Z,Luxembourg,349
2020-05-24T00:00:00Z,Netherlands,2131
2020-05-24T00:00:00Z,United Kingdom,4546
2020-05-31T00:00:00Z,Belgium,1548
2020-05-31T00:00:00Z,France,6190
2020-05-31T00:00:00Z,Ireland,781
2020-05-31T00:00:00Z,Luxembourg,385
2020-05-31T00:00:00Z,Netherlands,2145
2020-05-31T00:00:00Z,United Kingdom,5142
2020-06-07T00:00:00Z,Belgium,1578
2020-06-07T00:00:00Z,France,7485
2020-06-07T00:00:00Z,Ireland,844
2020-06-07T00:00:00Z,Luxembourg,434
2020-06-07T00:00:00Z,Netherlands,2432
2020-06-07T00:00:00Z,United Kingdom,5011
2020-06-14T00:00:00Z,Belgium,2042
2020-06-14T00:00:00Z,France,10200
2020-06-14T00:00:00Z,Ireland,1025
2020-06-14T00:00:00Z,Luxembourg,539
2020-06-14T00:00:00Z,Netherlands,2738
2020-06-14T00:00:00Z,United Kingdom,5463
2020-06-21T00:00:00Z,Belgium,2235
2020-06-21T00:00:00Z,France,11743
2020-06-21T00:00:00Z,Ireland,1024
2020-06-21T00:00:00Z,Luxembourg,634
2020-06-21T00:00:00Z,Netherlands,2939
2020-06-21T00:00:00Z,United Kingdom,6152
2020-06-28T00:00:00Z,Belgium,2856
2020-06-28T00:00:00Z,France,15001
2020-06-28T00:00:00Z,Ireland,1609
2020-06-28T00:00:00Z,Luxembourg,727
2020-06-28T00:00:00Z,Netherlands,3654
2020-06-28T00:00:00Z,United Kingdom,8425
2020-07-05T00:00:00Z,Belgium,3191
2020-07-05T00:00:00Z,France,18264
2020-07-05T00:00:00Z,Ireland,1917
2020-07-05T00:00:00Z,Luxembourg,848
2020-07-05T00:00:00Z,Netherlands,4432
2020-07-05T00:00:00Z,United Kingdom,10643
2020-07-12T00:00:00Z,Belgium,3394
2020-07-12T00:00:00Z,France,18284
2020-07-12T00:00:00Z,Ireland,2074
2020-07-12T00:00:00Z,Luxembourg,860
2020-07-12T00:00:00Z,Netherlands,4691
2020-07-12T00:00:00Z,United Kingdom,12308
2020-07-19T00:00:00Z,Belgium,3480
2020-07-19T00:00:00Z,France,20521
2020-07-19T00:00:00Z,Ireland,2148
2020-07-19T00:00:00Z,Luxembourg,813
2020-07-19T00:00:00Z,Netherlands,4869
2020-07-19T00:00:00Z,United Kingdom,14075
2020-07-26T00:00:00Z,Belgium,3453
2020-07-26T00:00:00Z,France,21340
2020-07-26T00:00:00Z,Ireland,2205
2020-07-26T00:00:00Z,Luxembourg,867
2020-07-26T00:00:00Z,Netherlands,4836
2020-07-26T00:00:00Z,United Kingdom,15018
2020-08-02T00:00:00Z,Belgium,3681
2020-08-02T00:00:00Z,France,21646
2020-08-02T00:00:00Z,Ireland,2480
2020-08-02T00:00:00Z,Luxembourg,833
2020-08-02T00:00:00Z,Netherlands,5984
2020-08-02T00:00:00Z,United Kingdom,17884
2020-08-09T00:00:00Z,Belgium,3580
2020-08-09T00:00:00Z,France,21369
2020-08-09T00:00:00Z,Ireland,2527
2020-08-09T00:00:00Z,Luxembourg,819
2020-08-09T00:00:00Z,Netherlands,6267
2020-08-09T00:00:00Z,United Kingdom,17810
2020-08-16T00:00:00Z,Belgium,3601
2020-08-16T00:00:00Z,France,22020
2020-08-16T00:00:00Z,Ireland,2414
2020-08-16T00:00:00Z,Luxembourg,830
2020-08-16T00:00:00Z,Netherlands,6211
2020-08-16T00:00:00Z,United Kingdom,17989
2020-08-23T00:00:00Z,Belgium,3689
2020-08-23T00:00:00Z,France,23686
2020-08-23T00:00:00Z,Ireland,2419
2020-08-23T00:00:00Z,Luxembourg,859
2020-08-23T00:00:00Z,Netherlands,6236
2020-08-23T00:00:00Z,United Kingdom,18503
2020-08-30T00:00:00Z,Belgium,3431
2020-08-30T00:00:00Z,France,22902
2020-08-30T00:00:00Z,Ireland,2297
2020-08-30T00:00:00Z,Luxembourg,834
2020-08-30T00:00:00Z,Netherlands,6567
2020-08-30T00:00:00Z,United Kingdom,18331
2020-09-06T00:00:00Z,Belgium,3195
2020-09-06T00:00:00Z,France,21606
2020-09-06T00:00:00Z,Ireland,2195
2020-09-06T00:00:00Z,Luxembourg,839
2020-09-06T00:00:00Z,Netherlands,6354
2020-09-06T00:00:00Z,United Kingdom,17794
2020-09-13T00:00:00Z,Belgium,3154
2020-09-13T00:00:00Z,France,20926
2020-09-13T00:00:00Z,Ireland,2105
2020-09-13T00:00:00Z,Luxembourg,854
2020-09-13T00:00:00Z,Netherlands,6081
2020-09-13T00:00:00Z,United Kingdom,17742
2020-09-20T00:00:00Z,Belgium,3147
2020-09-20T00:00:00Z,France,20063
2020-09-20T00:00:00Z,Ireland,2071
2020-09-20T00:00:00Z,Luxembourg,873
2020-09-20T00:00:00Z,Netherlands,5761
2020-09-20T00:00:00Z,United Kingdom,17547
2020-09-27T00:00:00Z,Belgium,3140
2020-09-27T00:00:00Z,France,19135
2020-09-27T00:00:00Z,Ireland,2013
2020-09-27T00:00:00Z,Luxembourg,877
2020-09-27T00:00:00Z,Netherlands,5575
2020-09-27T00:00:00Z,United Kingdom,16849
2020-10-04T00:00:00Z,Belgium,2878
2020-10-04T00:00:00Z,France,18257
2020-10-04T00:00:00Z,Ireland,1792
2020-10-04T00:00:00Z,Luxembourg,736
2020-10-04T00:00:00Z,Netherlands,5324
2020-10-04T00:00:00Z,United Kingdom,15851
2020-10-11T00:00:00Z,Belgium,2971
2020-10-11T00:00:00Z,France,18408
2020-10-11T00:00:00Z,Ireland,1668
2020-10-11T00:00:00Z,Luxembourg,807
2020-10-11T00:00:00Z,Netherlands,5278
2020-10-11T00:00:00Z,United Kingdom,14997
2020-10-18T00:00:00Z,Belgium,2899
2020-10-18T00:00:00Z,France,17842
2020-10-18T00:00:00Z,Ireland,1604
2020-10-18T00:00:00Z,Luxembourg,803
2020-10-18T00:00:00Z,Netherlands,5051
2020-10-18T00:00:00Z,United Kingdom,14067
2020-10-25T00:00:00Z,Belgium,2912
2020-10-25T00:00:00Z,France,17322
2020-10-25T00:00:00Z,Ireland,1584
2020-10-25T00:00:00Z,Luxembourg,827
2020-10-25T00:00:00Z,Netherlands,4728
2020-10-25T00:00:00Z,United Kingdom,14448
2020-11-01T00:00:00Z,Belgium,2666
2020-11-01T00:00:00Z,France,13616
2020-11-01T00:00:00Z,Ireland,1533
2020-11-01T00:00:00Z,Luxembourg,852
2020-11-01T00:00:00Z,Netherlands,4522
2020-11-01T00:00:00Z,United Kingdom,12449
2020-11-08T00:00:00Z,Belgium,2457
2020-11-08T00:00:00Z,France,10561
2020-11-08T00:00:00Z,Ireland,1306
2020-11-08T00:00:00Z,Luxembourg,626
2020-11-08T00:00:00Z,Netherlands,4242
2020-11-08T00:00:00Z,United Kingdom,8791
2020-11-15T00:00:00Z,Belgium,2426
2020-11-15T00:00:00Z,France,10604
2020-11-15T00:00:00Z,Ireland,1033
2020-11-15T00:00:00Z,Luxembourg,630
2020-11-15T00:00:00Z,Netherlands,3993
2020-11-15T00:00:00Z,United Kingdom,7548
2020-11-22T00:00:00Z,Belgium,2298
2020-11-22T00:00:00Z,France,10459
2020-11-22T00:00:00Z,Ireland,973
2020-11-22T00:00:00Z,Luxembourg,589
2020-11-22T00:00:00Z,Netherlands,3774
2020-11-22T00:00:00Z,United Kingdom,7299
2020-11-29T00:00:00Z,Belgium,2414
2020-11-29T00:00:00Z,France,10802
2020-11-29T00:00:00Z,Ireland,1089
2020-11-29T00:00:00Z,Luxembourg,571
2020-11-29T00:00:00Z,Netherlands,3722
2020-11-29T00:00:00Z,United Kingdom,8355
2020-12-06T00:00:00Z,Belgium,2599
2020-12-06T00:00:00Z,France,10799
2020-12-06T00:00:00Z,Ireland,1138
2020-12-06T00:00:00Z,Luxembourg,595
2020-12-06T00:00:00Z,Netherlands,3875
2020-12-06T00:00:00Z,United Kingdom,10209
2020-12-13T00:00:00Z,Belgium,2974
2020-12-13T00:00:00Z,France,15854
2020-12-13T00:00:00Z,Ireland,1510
2020-12-13T00:00:00Z,Luxembourg,780
2020-12-13T00:00:00Z,Netherlands,4518
2020-12-13T00:00:00Z,United Kingdom,12893
2020-12-20T00:00:00Z,Belgium,2610
2020-12-20T00:00:00Z,France,15669
2020-12-20T00:00:00Z,Ireland,1240
2020-12-20T00:00:00Z,Luxembourg,733
2020-12-20T00:00:00Z,Netherlands,4221
2020-12-20T00:00:00Z,United Kingdom,10002
2020-12-27T00:00:00Z,Belgium,2377
2020-12-27T00:00:00Z,France,14117
2020-12-27T00:00:00Z,Ireland,1285
2020-12-27T00:00:00Z,Luxembourg,673
2020-12-27T00:00:00Z,Netherlands,4017
2020-12-27T00:00:00Z,United Kingdom,8525
2021-01-03T00:00:00Z,Belgium,2638
2021-01-03T00:00:00Z,France,15221
2021-01-03T00:00:00Z,Ireland,1531
2021-01-03T00:00:00Z,Luxembourg,691
2021-01-03T00:00:00Z,Netherlands,4579
2021-01-03T00:00:00Z,United Kingdom,9709
2021-01-10T00:00:00Z,Belgium,2322
2021-01-10T00:00:00Z,France,13538
2021-01-10T00:00:00Z,Ireland,1190
2021-01-10T00:00:00Z,Luxembourg,584
2021-01-10T00:00:00Z,Netherlands,3761
2021-01-10T00:00:00Z,United Kingdom,7309
2021-01-17T00:00:00Z,Belgium,2155
2021-01-17T00:00:00Z,France,13059
2021-01-17T00:00:00Z,Ireland,998
2021-01-17T00:00:00Z,Luxembourg,528
2021-01-17T00:00:00Z,Netherlands,3344
2021-01-17T00:00:00Z,United Kingdom,6244
2021-01-24T00:00:00Z,Belgium,2321
2021-01-24T00:00:00Z,France,13123
2021-01-24T00:00:00Z,Ireland,952
2021-01-24T00:00:00Z,Luxembourg,530
2021-01-24T00:00:00Z,Netherlands,3018
2021-01-24T00:00:00Z,United Kingdom,6084
2021-01-31T00:00:00Z,Belgium,2345
2021-01-31T00:00:00Z,France,13275
2021-01-31T00:00:00Z,Ireland,1021
2021-01-31T00:00:00Z,Luxembourg,497
2021-01-31T00:00:00Z,Netherlands,2977
2021-01-31T00:00:00Z,United Kingdom,6169
2021-02-07T00:00:00Z,Belgium,2306
2021-02-07T00:00:00Z,France,12998
2021-02-07T00:00:00Z,Ireland,878
2021-02-07T00:00:00Z,Luxembourg,546
2021-02-07T00:00:00Z,Netherlands,2830
2021-02-07T00:00:00Z,United Kingdom,6101
2021-02-14T00:00:00Z,Belgium,2247
2021-02-14T00:00:00Z,France,13438
2021-02-14T00:00:00Z,Ireland,955
2021-02-14T00:00:00Z,Luxembourg,544
2021-02-14T00:00:00Z,Netherlands,3122
2021-02-14T00:00:00Z,United Kingdom,6075
2021-02-21T00:00:00Z,Belgium,2412
2021-02-21T00:00:00Z,France,13332
2021-02-21T00:00:00Z,Ireland,1009
2021-02-21T00:00:00Z,Luxembourg,573
2021-02-21T00:00:00Z,Netherlands,3228
2021-02-21T00:00:00Z,United Kingdom,6254
2021-02-28T00:00:00Z,Belgium,2148
2021-02-28T00:00:00Z,France,13142
2021-02-28T00:00:00Z,Ireland,1117
2021-02-28T00:00:00Z,Luxembourg,601
2021-02-28T00:00:00Z,Netherlands,3543
2021-02-28T00:00:00Z,United Kingdom,6635
2021-03-07T00:00:00Z,Belgium,2069
2021-03-07T00:00:00Z,France,12730
2021-03-07T00:00:00Z,Ireland,1016
2021-03-07T00:00:00Z,Luxembourg,536
2021-03-07T00:00:00Z,Netherlands,3276
2021-03-07T00:00:00Z,United Kingdom,6622
2021-03-14T00:00:00Z,Belgium,2357
2021-03-14T00:00:00Z,France,12882
2021-03-14T00:00:00Z,Ireland,1085
2021-03-14T00:00:00Z,Luxembourg,546
2021-03-14T00:00:00Z,Netherlands,3530
2021-03-14T00:00:00Z,United Kingdom,6923
2021-03-21T00:00:00Z,Belgium,2487
2021-03-21T00:00:00Z,France,13662
2021-03-21T00:00:00Z,Ireland,1075
2021-03-21T00:00:00Z,Luxembourg,614
2021-03-21T00:00:00Z,Netherlands,3570
2021-03-21T00:00:00Z,United Kingdom,7062
2021-03-28T00:00:00Z,Belgium,2462
2021-03-28T00:00:00Z,France,14522
2021-03-28T00:00:00Z,Ireland,1135
2021-03-28T00:00:00Z,Luxembourg,687
2021-03-28T00:00:00Z,Netherlands,3909
2021-03-28T00:00:00Z,United Kingdom,7399
2021-04-04T00:00:00Z,Belgium,2358
2021-04-04T00:00:00Z,France,12710
2021-04-04T00:00:00Z,Ireland,1099
2021-04-04T00:00:00Z,Luxembourg,675
2021-04-04T00:00:00Z,Netherlands,3723
2021-04-04T00:00:00Z,United Kingdom,7324
2021-04-11T00:00:00Z,Belgium,2502
2021-04-11T00:00:00Z,France,13095
2021-04-11T00:00:00Z,Ireland,1123
2021-04-11T00:00:00Z,Luxembourg,658
2021-04-11T00:00:00Z,Netherlands,3918
2021-04-11T00:00:00Z,United Kingdom,7575
2021-04-18T00:00:00Z,Belgium,2679
2021-04-18T00:00:00Z,France,13037
2021-04-18T00:00:00Z,Ireland,1086
2021-04-18T00:00:00Z,Luxembourg,668
2021-04-18T00:00:00Z,Netherlands,4038
2021-04-18T00:00:00Z,United Kingdom,7609
2021-04-25T00:00:00Z,Belgium,2733
2021-04-25T00:00:00Z,France,13268
2021-04-25T00:00:00Z,Ireland,1062
2021-04-25T00:00:00Z,Luxembourg,673
2021-04-25T00:00:00Z,Netherlands,4238
2021-04-25T00:00:00Z,United Kingdom,7804
2021-05-02T00:00:00Z,Belgium,2758
2021-05-02T00:00:00Z,France,14641
2021-05-02T00:00:00Z,Ireland,1041
2021-05-02T00:00:00Z,Luxembourg,670
2021-05-02T00:00:00Z,Netherlands,4033
2021-05-02T00:00:00Z,United Kingdom,7850
2021-05-09T00:00:00Z,Belgium,2861
2021-05-09T00:00:00Z,France,14550
2021-05-09T00:00:00Z,Ireland,1075
2021-05-09T00:00:00Z,Luxembourg,724
2021-05-09T00:00:00Z,Netherlands,4210
2021-05-09T00:00:00Z,United Kingdom,8145
2021-05-16T00:00:00Z,Belgium,3147
2021-05-16T00:00:00Z,France,18614
2021-05-16T00:00:00Z,Ireland,1124
2021-05-16T00:00:00Z,Luxembourg,792
2021-05-16T00:00:00Z,Netherlands,4451
2021-05-16T00:00:00Z,United Kingdom,9486
2021-05-23T00:00:00Z,Belgium,3173
2021-05-23T00:00:00Z,France,17696
2021-05-23T00:00:00Z,Ireland,1244
2021-05-23T00:00:00Z,Luxembourg,793
2021-05-23T00:00:00Z,Netherlands,4605
2021-05-23T00:00:00Z,United Kingdom,11326
2021-05-30T00:00:00Z,Belgium,3506
2021-05-30T00:00:00Z,France,18974
2021-05-30T00:00:00Z,Ireland,1509
2021-05-30T00:00:00Z,Luxembourg,846
2021-05-30T00:00:00Z,Netherlands,4842
2021-05-30T00:00:00Z,United Kingdom,12810
2021-06-06T00:00:00Z,Belgium,3563
2021-06-06T00:00:00Z,France,20453
2021-06-06T00:00:00Z,Ireland,1566
2021-06-06T00:00:00Z,Luxembourg,903
2021-06-06T00:00:00Z,Netherlands,4976
2021-06-06T00:00:00Z,United Kingdom,13027
2021-06-13T00:00:00Z,Belgium,4226
2021-06-13T00:00:00Z,France,22390
2021-06-13T00:00:00Z,Ireland,1600
2021-06-13T00:00:00Z,Luxembourg,944
2021-06-13T00:00:00Z,Netherlands,5472
2021-06-13T00:00:00Z,United Kingdom,13035
2021-06-20T00:00:00Z,Belgium,4418
2021-06-20T00:00:00Z,France,23798
2021-06-20T00:00:00Z,Ireland,1722
2021-06-20T00:00:00Z,Luxembourg,951
2021-06-20T00:00:00Z,Netherlands,5864
2021-06-20T00:00:00Z,United Kingdom,13662
2021-06-27T00:00:00Z,Belgium,4969
2021-06-27T00:00:00Z,France,27088
2021-06-27T00:00:00Z,Ireland,1976
2021-06-27T00:00:00Z,Luxembourg,1002
2021-06-27T00:00:00Z,Netherlands,6662
2021-06-27T00:00:00Z,United Kingdom,14564
2021-07-04T00:00:00Z,Belgium,5163
2021-07-04T00:00:00Z,France,29770
2021-07-04T00:00:00Z,Ireland,2063
2021-07-04T00:00:00Z,Luxembourg,1053
2021-07-04T00:00:00Z,Netherlands,7451
2021-07-04T00:00:00Z,United Kingdom,15757
2021-07-11T00:00:00Z,Belgium,5309
2021-07-11T00:00:00Z,France,29002
2021-07-11T00:00:00Z,Ireland,2242
2021-07-11T00:00:00Z,Luxembourg,1035
2021-07-11T00:00:00Z,Netherlands,7578
2021-07-11T00:00:00Z,United Kingdom,16653
2021-07-18T00:00:00Z,Belgium,5217
2021-07-18T00:00:00Z,France,30436
2021-07-18T00:00:00Z,Ireland,2677
2021-07-18T00:00:00Z,Luxembourg,1073
2021-07-18T00:00:00Z,Netherlands,8089
2021-07-18T00:00:00Z,United Kingdom,19248
2021-07-25T00:00:00Z,Belgium,5334
2021-07-25T00:00:00Z,France,30063
2021-07-25T00:00:00Z,Ireland,2840
2021-07-25T00:00:00Z,Luxembourg,1105
2021-07-25T00:00:00Z,Netherlands,7943
2021-07-25T00:00:00Z,United Kingdom,19998
2021-08-01T00:00:00Z,Belgium,5255
2021-08-01T00:00:00Z,France,29435
2021-08-01T00:00:00Z,Ireland,3027
2021-08-01T00:00:00Z,Luxembourg,1047
2021-08-01T00:00:00Z,Netherlands,8311
2021-08-01T00:00:00Z,United Kingdom,21015
2021-08-08T00:00:00Z,Belgium,5347
2021-08-08T00:00:00Z,France,29017
2021-08-08T00:00:00Z,Ireland,3097
2021-08-08T00:00:00Z,Luxembourg,1057
2021-08-08T00:00:00Z,Netherlands,8321
2021-08-08T00:00:00Z,United Kingdom,21293
2021-08-15T00:00:00Z,Belgium,5391
2021-08-15T00:00:00Z,France,29660
2021-08-15T00:00:00Z,Ireland,3269
2021-08-15T00:00:00Z,Luxembourg,1107
2021-08-15T00:00:00Z,Netherlands,8323
2021-08-15T00:00:00Z,United Kingdom,21781
2021-08-22T00:00:00Z,Belgium,5586
2021-08-22T00:00:00Z,France,31029
2021-08-22T00:00:00Z,Ireland,3278
2021-08-22T00:00:00Z,Luxembourg,1154
2021-08-22T00:00:00Z,Netherlands,8421
2021-08-22T00:00:00Z,United Kingdom,22641
2021-08-29T00:00:00Z,Belgium,5730
2021-08-29T00:00:00Z,France,30553
2021-08-29T00:00:00Z,Ireland,3353
2021-08-29T00:00:00Z,Luxembourg,1183
2021-08-29T00:00:00Z,Netherlands,8521
2021-08-29T00:00:00Z,United Kingdom,23828
2021-09-05T00:00:00Z,Belgium,5450
2021-09-05T00:00:00Z,France,29183
2021-09-05T00:00:00Z,Ireland,3537
2021-09-05T00:00:00Z,Luxembourg,1193
2021-09-05T00:00:00Z,Netherlands,8485
2021-09-05T00:00:00Z,United Kingdom,24134
2021-09-12T00:00:00Z,Belgium,5590
2021-09-12T00:00:00Z,France,28447
2021-09-12T00:00:00Z,Ireland,3410
2021-09-12T00:00:00Z,Luxembourg,1266
2021-09-12T00:00:00Z,Netherlands,8223
2021-09-12T00:00:00Z,United Kingdom,24248
2021-09-19T00:00:00Z,Belgium,5531
2021-09-19T00:00:00Z,France,29226
2021-09-19T00:00:00Z,Ireland,3399
2021-09-19T00:00:00Z,Luxembourg,1206
2021-09-19T00:00:00Z,Netherlands,8293
2021-09-19T00:00:00Z,United Kingdom,24568
